ID;RUT;DV;NOMBRES;PATERNO;MATERNO;NAC_DIA;NAC_MES;NAC_ANHO;SEXO;DIRECCION;NRO;COMUNA;POSEE_LICENCIA;LICENCIA;ANTEOJOS
851;13196877;9;EVELYN;ROJAS;VILLARRUEL;25;7;2001;1;AV. PROVIDENCIA;4135;PROVIDENCIA;0; ;0
852;20102422;6;CATALINA;ARIAS;SANCHEZ;4;3;1994;1;DOMINGO SANTA CRUZ;844;LA PINTANA;1;C;0
853;4692238;7;LUIS;ROJAS;ESPINOZA;23;2;1993;2;PERICLES AL LADO DE;3783;ÑUÑOA;1;A;0
854;17962550;4;ESTEBAN;AREVALO;CORREA;2;9;2000;2;PJE. HAITI;9252;SAN BERNARDO;1;A;0
855;19260772;8;INGRID;ARANCIBIA;NUÑEZ;1;5;1992;1;EL NOGAL;4508;CERRO NAVIA;1;A;0
856;6371243;4;DIEGO;CASANOVA;LUCO;8;5;2000;2;CALLE;4830;PEÑALOLEN;0; ;0
857;18151737;9;CARLOS;FERNANDEZ;CASTRO;27;12;1999;2;ADOLFO IBAÑEZ;7936;INDEPENDENCIA;1;B;0
858;14469724;3;JOSE;JARA;MORALES;19;8;1995;2;POCONCHILE;5799;MACUL;1;A;0
859;9121675;2;LUIS;LAZO;QUEZADA;4;4;2007;2;PASEO LOS LIMONES;1736;LA FLORIDA;1;C;0
860;11485898;6;MILTON;ESPINOZA;BERMUDEZ;15;4;1988;2;CARLOS VALDOVINOS;7013;PEDRO AGUIRRE CERDA;1;C;0
861;13678912;0;CRISTIAN;MUÑOZ;HERRERA;13;2;1993;2;CURACO DE VELEZ;9719;PUENTE ALTO;1;C;0
862;4294464;5;JULIA;CASTRO;ESPINOZA;21;2;2001;1;MAHUIDA DEPTO;2246;LA PINTANA;1;A;0
863;8691243;0;HECTOR;TAPIA;MUÑOZ;5;4;1985;2;MIGUEL DE CERVANTES;1174;SAN BERNARDO;1;C;0
864;7043330;3;MIGUEL;DONOSO;MARIN;8;10;1975;2;AV. VITACURA FRENTE AL;3066;VITACURA;1;A;0
865;4885903;8;JOSE;SALINAS;CASANOVA;26;12;2007;2;LOS DURAZNOS;3522;ESTACION CENTRAL;1;A;0
866;8824629;2;ERWI;VARGAS;PEREZ;8;7;1988;2;LAS PARCELAS;4187;PEÑALOLEN;1;C;1
867;10539285;0;CELIA;GONZALEZ;SOTO;18;6;1992;1;SAN JOSE;4914;MAIPU;0; ;0
868;9005893;2;IVAN;MIRANDA;BARAHONA;3;12;2007;2;AYSEN;3057;SAN JOAQUIN;0; ;0
869;7792707;7;JOSE;VARGAS;SALDIVIA;9;9;1998;2;LOS PLANETAS;6872;CERRILLOS;1;C;1
870;13196798;5;CARLOS;BEIZA;SORRICUETA;17;12;1985;2;MEXICO FRENTE AL;5566;RECOLETA;0; ;0
871;19344213;7;TAMARA;ROJAS;CARCAMO;3;2;2002;1;RAUL OLIVARES;3808;RENCA;1;B;0
872;18895448;0;RENE;PASTENES;CORDOVA;10;11;1973;2;CARTWRIGHT;3584;LO BARNECHEA;1;A;1
873;18668410;9;LUIS;CARVAJAL;MUÑOZ;23;5;2006;2;AV. INDEPENDENCIA;475;CONCHALI;1;B;0
874;11492109;2;RENZO;UGARTE;FLORES;26;6;2000;2;SALAR DEL CARMEN;7379;LA FLORIDA;1;A;0
875;16804710;K;FERNANDA;CAMPOS;GALLARDO;1;11;2006;1;ROMA;2536;CERRO NAVIA;1;C;0
876;15390421;9;GERALD;BAZAEZ;ARAYA;11;4;1988;2;VILLARRICA;5052;PUENTE ALTO;1;C;0
877;4416825;1;JOSE;AVILA;MOLINA;9;12;2000;2;VECINAL;2999;SAN JOAQUIN;1;A;0
878;17620892;9;JONATHAN;MIRANDA;MONTALVAN;29;10;1988;2;LAS PARCELAS;9263;PEÑALOLEN;0; ;0
879;15890688;0;MARIA;PUELMA;BARRERA;14;8;1979;1;PIO BAROJA;2079;LA PINTANA;1;C;0
880;18329983;2;ALEXIS;ROJAS;OBANDO;2;11;1993;2;PJE. DOCE;4983;PUENTE ALTO;1;A;0
881;11595912;3;CECILIA;ROMERO;CARRASCO;20;7;1992;1;PEDRO LAGOS;7329;SANTIAGO;1;C;1
882;4802013;5;RAUL;VALENCIA;SILVA;9;10;2005;2;SANTA ANA;2530;SAN RAMON;1;B;0
883;16637447;2;NATYARE;CARTAGENA;JERIA;11;5;1989;1;LA TRAVESIA;6781;PUDAHUEL;1;B;0
884;10240601;K;PATRICIO;RETAMAL;CORTES;20;6;1978;2;PJE. LOS ONAS;7286;PUDAHUEL;1;A;0
885;8041698;9;JUANA;PAINE;QUILAHUEQUE;27;9;1989;1;ANTARTICA;903;ESTACION CENTRAL;1;B;1
886;16125921;7;DANIELLA;CARVAJAL;ESCOBAR;10;8;1997;1;DUCAUD;9633;SAN BERNARDO;1;C;0
887;19709355;2;ANAIS;HINOJOSA;GUZMAN;8;9;2001;1;SIMON BOLIVAR;9627;MAIPU;0; ;0
888;16375060;0;OSVALDO;VICENCIO;AHUMADA;21;4;1991;2;RAYEN;1947;LA FLORIDA;0; ;0
889;19546216;K;ALAN;CORDERO;TAUCANO;19;3;1991;2;AV. FERMIN VIVACETA ESQ. GAMERO;7814;INDEPENDENCIA;1;A;0
890;13309792;9;SANDRA;TORRES;ANDRADE;21;3;1990;1;COSTA RICA;3624;LA FLORIDA;1;A;1
891;18091354;8;FABIAN;MOLINA;GOMEZ;18;10;1977;2;PIEDRA LOBOS;6856;RENCA;1;C;0
892;13547599;8;ERICK;VARGAS;ROJAS;1;7;2006;2;SAN PABLO;9324;QUINTA NORMAL;1;C;0
893;20062277;4;LUIS;MAMANI;NARANJO;9;3;1995;2;SALADILLO;2411;PUENTE ALTO;1;B;0
894;15463798;2;CINDY;CARRASCO;FREDES;6;9;2002;1;ISMAEL BRICEÑO;8117;QUILICURA;1;A;0
895;15608405;0;XIMENA;SANCHEZ;CASTRO;14;11;2006;1;VIOLETA PARRA;9603;PEÑALOLEN;1;A;0
896;18422035;0;ZENEN;IBACACHE;DONOSO;10;5;2001;2;CHEPICA;8847;CONCHALI;0; ;0
897;12261352;6;NORMA;PARRA;VICENCIO;26;11;1990;1;LINCOLN;903;LO ESPEJO;1;A;0
898;6978922;6;PEDRO;GARCIA;MARTINEZ;14;10;1990;2;CHIAPAS;3799;LO ESPEJO;1;B;0
899;16976567;7;PAOLA;DONAIRE;NUÑEZ;22;4;1999;1;PJE. EL RACIMO;8499;PUENTE ALTO;1;B;0
900;3138070;7;GERMAN;TRONCOSO;CALDERON;20;5;1992;2;LAS TAGUAS;1847;PUDAHUEL;1;C;0
901;7746929;K;GLORIA;BRITO;ASTARGO;26;9;2001;1;AV. BLANCO ENCALADA;4097;SANTIAGO;1;A;0
902;17731933;3;SERGIO;CAMPUSANO;GUERRA;12;11;1994;2;PADRE FAUSTINO GAZZIERO;7401;INDEPENDENCIA;1;C;1
903;10454628;5;EVARISTO;GONZALEZ;GONZALEZ;21;5;2001;2;LOS PINGUINOS;9899;ESTACION CENTRAL;1;A;1
904;13754927;1;MAIRON;ROMERO;ARAYA;15;5;1991;2;LAS PARCELAS;9388;PEÑALOLEN;1;A;0
905;10680601;2;HALDY;TORRES;VERGARA;9;10;1999;1;AV. EL SALTO;5980;RECOLETA;1;C;0
906;19340800;1;NICOLE;VARGAS;VINET;13;9;2006;1;SALVADOR GUTIERREZ;5260;QUINTA NORMAL;1;C;0
907;5383089;7;HERIBERTO;CRUZ;ORTIZ;24;9;1982;2;MANUEL RODRIGUEZ;7872;ESTACION CENTRAL;1;B;0
908;9963909;1;ROSA;MONSALVE;PAREDES;16;2;1991;1;VENECIA;3693;RENCA;1;A;0
909;13369381;5;ANA;RIVERA;RIVEROS;4;6;1991;1;EDUARDO ANGUITA;6800;SAN BERNARDO;1;A;0
910;9580916;2;CARLOS;ARROYO;CONTRERAS;2;3;1989;2;TENIENTE LUIS CRUZ MARTINEZ;7967;LA PINTANA;1;A;0
911;13272237;4;ZUJEY;HOMANN;ASTORGA;7;2;1984;1;GABRIELA MISTRAL;8730;LO PRADO;1;A;1
912;7043403;2;MARIA;QUIROZ;FABRES;29;8;1998;1;GABRIELA MISTRAL;2344;SAN JOAQUIN;1;C;1
913;17404948;3;FELIPE;BUGUEÑO;CAMPUSANO;19;11;1998;2;LOS AROMOS;1240;LA CISTERNA;1;C;1
914;9007234;K;JAIME;JOO;CARVAJAL;23;8;1992;2;CERRILLOS (ESQ. LOS ALMENDROS);9503;CERRILLOS;1;C;1
915;8038318;5;MARIANELA;MUÑOZ;AGUILAR;3;9;1994;1;PEDRO AGUIRRE CERDA;5588;HUECHURABA;1;A;1
916;17943198;K;OSNALDO;ZEPEDA;AROS;20;3;1982;2;SANTA LUISA;5782;QUILICURA;1;A;0
917;20030538;8;LISSETTE;BURGOS;GARRIDO;28;4;2001;1;SEBASTIAN ELCANO;2814;LAS CONDES;1;A;0
918;4140000;5;ORIANA;BENITEZ;ZULOAGA;27;7;1990;1;ESMERALDA;8539;PEÑALOLEN;1;A;0
919;18329787;2;RICARDO;CUEVAS;ROJAS;17;1;2001;2;CARLOS CASTELLON;1435;LA FLORIDA;1;B;0
920;7452856;2;RAUL;ZUÑIGA;PIZARRO;14;6;1986;2;CARMEN;9186;SANTIAGO;1;C;1
921;5797893;7;ROSA;ARANEDA;LIZANA;9;2;2001;1;MAPOCHO SUR;6818;CERRO NAVIA;1;A;0
922;6599402;K;FRANCISCA;SOTO;VALLE;29;5;1995;1;SAN DIEGO;4360;SANTIAGO;1;C;0
923;9175555;6;NANCY;VERGARA;RUBIO;7;9;2005;1;TAMARUGOS;4710;RENCA;1;A;0
924;11797903;2;JUAN;LEVIMAN;CANIUPAN;31;10;1994;2;SAN ANDRES;6133;QUILICURA;1;B;0
925;15065901;9;MIRIAM;MUÑOZ;HERMOSILLA;23;3;1989;1;HECTOR BOCCARDO;2545;INDEPENDENCIA;0; ;0
926;18089439;K;ANGEL;PIZARRO;MONTENEGRO;15;9;1997;2;CHAIHUIN;690;PUENTE ALTO;1;A;0
927;11043424;3;MARGARITA;DIAZ;VIVAR;5;5;1987;1;VIA LACTEA;4869;MACUL;1;B;0
928;20342746;8;ASHLEY;MOLINA;SILVA;8;3;2000;1;EL SALTO;8036;RECOLETA;1;C;0
929;19708899;0;BRIAN;ZBINDEN;GARCIA;26;3;2002;2;GENERAL BAQUEDANO;1255;SANTIAGO;1;B;0
930;16637956;3;CRISTINA;ESPINOZA;BASOALTO;13;4;2005;1;AV. CORONEL ALEJANDRO SEPULVEDA;3069;PEÑALOLEN;1;C;0
931;17375900;2;KAREN;VILLARROEL;GONZALEZ;20;5;1983;1;ESQUINA BLANCA;1312;MAIPU;1;B;0
932;18668607;1;PABLO;CRISOSTOMO;NARANJO;25;2;1988;2;AV. INDEPENDENCIA;5304;INDEPENDENCIA;1;A;0
933;9832081;4;CHRISTIAN;FERNANDEZ;HERRERA;9;9;1990;2;CASTRO;9401;RENCA;1;B;1
934;12059308;0;YHAN;FIGUEROA;QUIÑONEZ;27;9;2003;2;VIÑA DEL MAR;1695;LA FLORIDA;0; ;0
935;11833352;7;JEAN;LARROQUETTE;BELAUNDE;21;7;1991;2;LOS CARACOLES;3377;LA REINA;1;A;0
936;19259689;0;JUAN;MARTINEZ;LABRA;17;1;1992;2;PLAZUELA EL NOGAL;4476;ESTACION CENTRAL;1;C;1
937;12827349;2;ERIC;ROJAS;MONTENEGRO;22;7;1995;2;EL ABETO;6452;PUDAHUEL;1;A;1
938;6051814;9;MANUEL;CABELLO;RAMIREZ;18;8;1992;2;CERRO CASTILLO;3281;LO BARNECHEA;1;B;0
939;19708321;2;YERKO;GAETE;MELGAREJO;25;5;1998;2;SAN PABLO;7907;QUINTA NORMAL;1;A;0
940;10608879;9;DANILO;TREJO;TREJO;5;3;1993;2;AV. BRASIL;4956;RENCA;1;A;0
941;7310474;2;JUAN;ROJAS;TOBAR;12;1;2003;2;MONJA ALFEREZ;4149;SAN MIGUEL;1;A;0
942;4616058;4;CAPRICIANO;CORREA;BARRA;7;4;1984;2;AV. LOS ZAPADORES;1083;CONCHALI;1;B;0
943;5927101;6;MARGARITA;GOMEZ;FALCON;27;4;1986;1;STA. MARIA DE LA ESTRELLA;6179;LA FLORIDA;1;B;0
944;5112891;5;PEDRO;SANTIBAÑEZ;VILLA;11;8;1990;2;PJE. SAMOS;3304;PUDAHUEL;1;C;0
945;17110417;3;ALEJANDRO;BECERRA;ROJAS;20;12;1988;2;LATADIA ESQ. MANQUEHUE;8014;LAS CONDES;0; ;0
946;15417060;K;FRANCIA;MORA;VARGAS;7;5;2003;1;DOS SUR;599;RENCA;0; ;0
947;19803984;5;VICTOR;INOSTROZA;RAMIREZ;5;4;1987;2;TRONCAL SAN FRANCISCO;8543;PUENTE ALTO;1;C;0
948;18275172;3;BELEN;RUIZ;NUÑEZ;20;6;1993;1;AV. SAN FRANCISCO;1569;CERRO NAVIA;1;A;0
949;16149626;K;ADRIANA;BENITEZ;POBLETE;18;5;2019;1;AV. LA FLORIDA;7702;LA FLORIDA;1;B;0
950;15362306;6;JUAN;ESTOBAR;ARAYA;7;7;1999;2;CERRO PARANAL;7210;PUENTE ALTO;1;A;1
951;12115076;K;MARIA;ARAYA;FIGUEROA;18;11;1988;1;RICARDO CUMMING;4942;SANTIAGO;1;A;0
952;8121432;8;JOSE;MORGADO;PEREZ;3;1;1982;2;CALLE;2922;PEÑALOLEN;1;C;0
953;9765686;K;ISABEL;DURAN;HERNANDEZ;22;3;1986;1;AV. IRARRAZAVAL;8674;ÑUÑOA;1;A;1
954;18794353;1;NICOLAS;PINOCHET;QUEZADA;31;10;2007;2;JULIO MONTT SALAMANCA;8824;QUILICURA;1;A;1
955;12540771;4;JORGE;MUÑOZ;REDLICH;26;3;2007;2;ELIODORO YANEZ;8689;PROVIDENCIA;1;A;0
956;7772920;8;MATILDE;VILLARRUEL;AYALA;13;1;1986;1;SAN LUIS;8457;QUILICURA;1;B;0
957;17620827;9;FABIAN;JIMENEZ;JIMENEZ;4;9;2007;2;MAÑIO;8783;LA GRANJA;1;A;0
958;12651188;4;MARIA;NUÑEZ;ARANCIBIA;21;9;2005;1;FRANCISCO DE BORJA;2273;ESTACION CENTRAL;0; ;0
959;13834839;3;EMA;ASTORGA;ASTORGA;9;10;1986;1;MAPOCHO;8544;CERRO NAVIA;1;B;1
960;16799660;4;ALEJANDRO;SALAS;RAMIREZ;11;12;2000;2;SANTA MARTA;4909;PUDAHUEL;1;B;0
961;10447080;7;SALVADOR;MONTALVAN;NUÑEZ;4;2;1981;2;PROFESOR ALCAINO;5573;PUENTE ALTO;1;B;1
962;17110420;3;OSCAR;ZUÑIGA;ZUÑIGA;15;3;1990;2;SAN FRANCISCO;5387;PUDAHUEL;1;C;0
963;6281792;5;BENJAMIN;BAHAMONDES;MOYA;13;7;1988;2;EBANO;2624;CERRILLOS;1;A;0
964;7543744;7;MARIA;ARAVENA;JAÑA;28;2;1972;1;SANTA RAQUEL;5980;LA FLORIDA;1;B;0
965;12174003;6;JOSE;MUÑOZ;CAÑETE;15;4;2004;2;MARMOL;9550;LA FLORIDA;1;B;0
966;7519227;4;MINERVA;RIQUELME;TORREJON;4;1;1990;1;LAS CLARISAS;7889;QUILICURA;1;C;1
967;4854864;4;LEOPOLDO;CERDA;CACERES;1;8;1989;2;EL PARQUE;4378;PEÑALOLEN;1;B;1
968;8015095;4;ALEJANDRO;MUÑOZ;MUÑOZ;23;10;1999;2;NAVIDAD;7630;PEDRO AGUIRRE CERDA;1;A;0
969;18152989;K;OSCAR;ARAYA;VILLARROEL;5;12;2003;2;SILVIA PINTO;7908;SAN BERNARDO;1;C;0
970;5164993;1;VICTOR;GUTIERREZ;VARGAS;26;2;1991;2;JOSE JOAQUIN PEREZ;7785;CERRO NAVIA;1;B;0
971;18861532;5;CAMILA;SILVA;HERNANDEZ;6;3;2008;1;LOS ATACAMEÑOS;9889;RENCA;0; ;1
972;16992541;0;HUGO;VALLEJOS;MUÑOZ;17;4;2000;2;AV. VICUNA MACKENNA PONIENTE;4829;LA FLORIDA;1;A;0
973;9897165;3;JUANA;PINTO;GONZALEZ;28;2;1992;1;LOS ARALIOS;3021;LA FLORIDA;1;C;0
974;20095635;4;JESUS;ROJAS;VERDUGO;15;6;2002;2;LOS GIRASOLES;2814;LA GRANJA;1;A;0
975;15314308;0;NELSON;VALLE;VILCHES;24;11;1984;2;MARQUEZ DE MONTEPIO;8998;CERRO NAVIA;1;C;0
976;4887430;4;GUILLERMINA;VEGA;CONTRERAS;8;1;2006;1;MANUEL SANCHEZ;2918;CERRO NAVIA;1;C;0
977;7740105;9;VILA;ARAYA;GUERRA;22;4;1999;1;CANTO GENERAL;4586;LA GRANJA;1;B;0
978;11522781;5;ROSA;ASTARGO;GONZALEZ;24;7;1992;1;ALDUNATE;1199;SANTIAGO;0; ;0
979;4174787;0;BLANCA;CARRASCO;ADRIAZOLA;10;11;1989;1;CORDILLERA;8732;LA REINA;1;B;1
980;13886669;6;JUAN;GONZALEZ;QUEZADA;3;5;1983;2;CATALINA DE LOS RIOS;8961;CONCHALI;1;C;0
981;16796425;7;NATALIA;LABRA;CORDERO;7;2;1988;1;MANIO;1799;LA GRANJA;0; ;0
982;12364144;2;GIOVANI;MARTINEZ;FARIAS;19;7;1999;2;NOGALES;4806;SAN BERNARDO;0; ;0
983;15418730;8;DAISY;QUEZADA;TOBAR;3;10;2001;1;MACUL FRENTE AL;6050;MACUL;1;B;0
984;7670279;9;BASILISA;OLIVARES;VALLE;8;2;1991;1;JOSE JOAQUIN PEREZ;4811;CERRO NAVIA;1;C;0
985;10413079;8;FLOR;SAAVEDRA;RAMOS;29;3;1982;1;PRINCIPAL;1841;CONCHALI;1;A;0
986;10792446;9;IVONNE;VARGAS;ABURTO;6;2;1999;1;ESPERANZA;2683;SANTIAGO;1;A;0
987;10474091;K;NANCY;TAMAYO;AGUILERA;16;7;1987;1;SERGIO VALDOVINOS;4287;QUINTA NORMAL;1;C;0
988;15315852;5;ALEXIS;DIAZ;FERNANDEZ;21;7;2005;2;PERNAS;3018;RECOLETA;1;A;1
